2200000,2029279,0
2200000,2029279,0
2200000,2029349,0
2200000,2029349,0
2300000,2029917,0
2300000,2029917,0
2300000,2030266,0
2200000,2052523,0
2200000,2052523,0
2300000,2115393,0
2300000,2185049,0
2200000,2029349,0
2200000,2029349,0
2300000,2030266,0
2200000,2052523,0
2200000,2052523,0
2300000,2185049,0
2200000,2029279,0
2200000,2029349,0
2300000,2029917,0
2300000,2029917,0
2300000,2029917,0
2300000,2029954,0
2300000,2030266,0
2300000,2030389,0
2300000,2115393,0
2300000,2185049,0
2300000,2185049,0
2300000,2185049,0
2200000,2029279,0
2200000,2029349,0
2300000,2029917,0
2300000,2029917,0
2300000,2030266,0
2200000,2052523,0
2300000,2115393,0
2300000,2115393,0
2300000,2185049,0
2300000,2185049,0
2300000,2185049,0
2300000,2185049,0
2300000,2185049,0
2200000,2029279,0
2200000,2029279,0
2200000,2029349,0
2200000,2029349,0
2200000,2029349,0
2300000,2029917,0
2300000,2029917,0
2300000,2029954,0
2300000,2030266,0
2300000,2113983,0
2300000,2113983,0
2300000,2115393,0
2300000,2185049,0
2200000,2029349,0
2200000,2029349,0
2300000,2030266,0
2300000,2045801,0
2300000,2113983,0
2300000,2185049,0
2200000,2029279,0
2200000,2029349,0
2300000,2115393,0
2300000,2185049,0
2300000,2246979,0
2300000,2273691,0
2300000,2281299,0
2200000,2029279,0
2200000,2029279,0
2200000,2029349,0
2200000,2029349,0
2200000,2296118,0
2300000,2030044,0
2300000,2030266,0
2300000,2030266,0
2300000,2030324,0
2300000,2115393,0
2300000,2185049,0
2300000,2240110,0
2300000,2281299,0
2200000,2029279,0
2200000,2029349,0
2200000,2296118,0
2300000,2029954,0
2300000,2029954,0
2300000,2030088,0
2300000,2030088,0
2300000,2030227,0
2300000,2030266,0
2300000,2030389,0
2300000,2031458,0
2300000,2034718,0
2300000,2036402,0
2300000,2044695,0
2300000,2115393,0
2300000,2115393,0
2300000,2185049,0
2300000,2240110,0
2300000,2281299,0
2300000,2281299,0
2200000,2029349,0
2200000,2029349,0
2200000,2296118,0
2300000,2029917,0
2300000,2029917,0
2300000,2029921,0
2300000,2030266,0
2300000,2030422,0
2300000,2045801,0
2300000,2115393,0
2300000,2281299,0
2300000,2281299,0
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2300000,2063820,1
2000000,2240617,1
2200000,2287606,1
2200000,2288901,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2000000,2063776,1
2300000,2108918,1
2000000,2283122,1
2000000,2290015,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028277,1
2100000,2028322,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2000000,2063776,1
2200000,2084327,1
2100000,2235637,1
2000000,2290469,1
2100000,2028413,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2300000,2030060,1
2000000,2063776,1
2200000,2289193,1
2100000,2291915,1
2200000,2292278,1
2100000,2028322,1
2100000,2028475,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2300000,2029976,1
2300000,2294182,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2200000,2102488,1
2100000,2262893,1
2100000,2289472,1
2300000,2292079,1
2100000,2294424,1
2000000,2063776,1
2000000,2152866,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2300000,2030419,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2200000,2029451,1
2300000,2298444,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2200000,2297228,1
2100000,2028575,1
2100000,2028575,1
2100000,2028575,1
2100000,2028941,2
2100000,2028941,2
2200000,2029376,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2300000,2237145,2
2300000,2237145,2
2300000,2237145,2
2100000,2028625,2
2100000,2028625,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2300000,2236444,2
2300000,2237145,2
2300000,2237145,2
2300000,2259555,2
2100000,2028383,2
2100000,2028625,2
2100000,2028625,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2300000,2291316,2
2100000,2028383,2
2100000,2028625,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2300000,2237145,2
2100000,2028282,2
2100000,2028383,2
2100000,2028648,2
2100000,2028941,2
2100000,2028941,2
2100000,2044027,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2300000,2237145,2
2300000,2237145,2
2300000,2237145,2
2100000,2028383,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2300000,2081388,2
2300000,2237145,2
2300000,2237145,2
2300000,2248933,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2028282,2
2100000,2028383,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2298838,2
2100000,2298838,2
2300000,2236444,2
2300000,2237145,2
2300000,2259555,2
2300000,2275934,2
2100000,2028383,2
2100000,2028648,2
2100000,2028648,2
2100000,2028648,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2200000,2029376,2
2300000,2237145,2
2300000,2237145,2
2300000,2237145,2
2300000,2275934,2
2100000,2028383,2
2100000,2028648,2
2100000,2028648,2
2100000,2028941,2
2100000,2028941,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2079696,2
2100000,2283097,2
2300000,2237145,2
2300000,2275934,2
2000000,2027737,3
2200000,2029284,3
2300000,2144710,3
2000000,2272782,3
2100000,2288219,3
2100000,2288219,3
2200000,2029284,3
2200000,2029284,3
2000000,2031180,3
2300000,2144710,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2000000,2253488,3
2000000,2272782,3
2000000,2272782,3
2000000,2272782,3
2000000,2027915,3
2000000,2027915,3
2000000,2027915,3
2100000,2029124,3
2000000,2083751,3
2300000,2144710,3
2300000,2144710,3
2000000,2243343,3
2000000,2243343,3
2000000,2243343,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2000000,2027737,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2300000,2144710,3
2000000,2243343,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2288219,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2200000,2029284,3
2200000,2029284,3
2300000,2144710,3
2300000,2144710,3
2000000,2243343,3
2000000,2243343,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2029124,3
2200000,2029284,3
2000000,2243343,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2200000,2029284,3
2200000,2029284,3
2000000,2027737,3
2000000,2027737,3
2000000,2243343,3
2000000,2243343,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2000000,2027737,3
2000000,2027737,3
2000000,2243343,3
2000000,2243343,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2200000,2029284,3
2300000,2144710,3
2300000,2144710,3
2000000,2027737,3
2000000,2243343,3
2000000,2243343,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2100000,2028323,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2200000,2029284,3
2300000,2144710,3
2300000,2144710,3
2300000,2144710,3
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028400,4
2100000,2031464,4
2100000,2293683,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028342,4
2100000,2028343,4
2100000,2031464,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028293,4
2100000,2028377,4
2100000,2028525,4
2100000,2028678,5
2300000,2030126,5
2300000,2030459,5
2300000,2033319,5
2300000,2033319,5
2300000,2147052,5
2100000,2028352,5
2100000,2028352,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030253,5
2300000,2030459,5
2300000,2030459,5
2300000,2030459,5
2300000,2033319,5
2000000,2118165,5
2000000,2118165,5
2100000,2028352,5
2100000,2028678,5
2300000,2030253,5
2300000,2030459,5
2300000,2030459,5
2300000,2030459,5
2300000,2030459,5
2300000,2083706,5
2300000,2124669,5
2300000,2124669,5
2300000,2147052,5
2200000,2029501,5
2300000,2030126,5
2300000,2030253,5
2300000,2030459,5
2000000,2033947,5
2300000,2147052,5
2300000,2288803,5
2100000,2028678,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030126,5
2300000,2030253,5
2300000,2030459,5
2300000,2030459,5
2300000,2030459,5
